id,name,installed_capacity_MW,pumping_MW,type,country_code,lat,lon,dam_height_m,volume_Mm3,storage_capacity_MWh,avg_annual_generation_GWh,pypsa_id,GEO,WRI
H2518,KW Gundelsheim,3.05,,HROR,DE,49.280578,9.156055,,,,,,,
H2519,Altusried M1,3.025,,HROR,DE,47.817052,10.227499,,,,,,,
H2520,Altusried M2,3.025,,HROR,DE,47.817052,10.227499,,,,,,,
H2521,Schwabmünchen M1,2.6,,HROR,DE,48.191,10.729,,,,,,,
H2522,Bobingen M1,2.6,,HROR,DE,48.26,10.8,,,,,,,
H2523,Inningen M1,2.5,,HROR,DE,48.29,10.83,,,,,,,
H2524,Mittelstetten M1,2.4,,HROR,DE,49.21,10.72,,,,,,,
H2525,Großaitingen M1,2.4,,HROR,DE,48.23,10.76,,,,,,,
H2526,WKW I,1.9,,HROR,DE,48.024852,12.546325,,,,,,,
H2527,Kraftwerke Angermühle,1.79,,HROR,DE,48.001805,12.531413,,,,,,,
H2528,3126407 - Wasserkraftanlage 1,1.732,,HROR,DE,47.691143,10.323696,,,,,,,
H2529,Wasserkraftwerk Kalkofen,1.728,,HROR,DE,50.312965,7.896698,,,,,,,
H2530,Wasserkraftwerk Lahnstein,1.728,,HROR,DE,50.307445,7.615963,,,,,,,
H2531,WKW Kittlmühle 3 Erlau,1.559,,HROR,DE,48.665158,13.547951,,,,,,,
H2532,WKA Rochsburg Altanlage,1.5,,HROR,DE,50.951768,12.764048,,,,,,,
H2533,Kraftwerk Nachrodt,1.5,,HROR,DE,51.34595,7.637621,,,,,,,
H2534,Olef,1.45,,HROR,DE,50.494828,6.422579,,,,,,,
H2535,Wasserkraftanlage Papierfabrik Bernburg,1.45,,HROR,DE,51.794621,11.731746,,,,,,,
H2536,Wasserkraftanlage Saalemühle Bernburg,1.45,,HROR,DE,51.796552,11.734672,,,,,,,
H2537,Wasserkraftwerk Kammerl,1.424,,HROR,DE,47.661522,10.986862,,,,,,,
H2538,"Kraftwerk Weng, Emmer und Reitter GbR",1.42,,HROR,DE,48.35916,11.579483,,,,,,,
H2539,"WKW ""ATEX""",1.402,,HROR,DE,48.842462,13.371729,,,,,,,
H2540,Laufwasserkraftwerk Hengstey,1.4,,HROR,DE,51.400404,7.45204,,,,,,,
H2541,Wasserkraftanlage Golzern an der Mulde,1.4,,HROR,DE,51.247637,12.773335,,,,,,,
H2542,Sperrenkraftwerk Wehr,1.3,,HROR,DE,47.645653,7.917598,,,,,,,
H2543,Wasserkraftwerk Mittweida envia THERM,1.225,,HROR,DE,50.989193,13.006566,,,,,,,
H2544,Kraftwerk Regen,1.2,,HROR,DE,48.973538,13.145345,,,,,,,
H2545,Wasserkraftanlage Planena,1.2,,HROR,DE,51.416929,11.952942,,,,,,,
H2546,Legau M1,1.155,,HROR,DE,47.869845,10.181145,,,,,,,
H2547,Kraftwerk Mambach,1.152,,HROR,DE,47.730455,7.879137,,,,,,,
H2548,Fluhmühle M1,1.12,,HROR,DE,47.839568,10.192668,,,,,,,
H2549,Fluhmühle M1,1.12,,HROR,DE,47.839568,10.192668,,,,,,,
H2550,Oberegg M1,1.1,,HROR,DE,48.28,10.31,,,,,,,
H2551,Fluhmühle M2,1.09,,HROR,DE,47.839568,10.192668,,,,,,,
H2552,Fluhmühle M2,1.09,,HROR,DE,47.839568,10.192668,,,,,,,
H2553,Wasserkraftanlage Bochum-Stiepel,1.04,,HROR,DE,51.412809,7.220887,,,,,,,
H2554,Wasserkraftanlage Kettwig,1.033,,HROR,DE,51.360374,6.935374,,,,,,,
H2555,WKA Villigst,1,,HROR,DE,51.458439,7.633934,,,,,,,
H2556,Wasserkraftwerk Papierfabrik Limmritz,1,,HROR,DE,51.113828,13.045355,,,,,,,
H2557,KW Öpfingen,1,,HROR,DE,48.29463,9.830391,,,,,,,
H2558,KW Steinen,1,,HROR,DE,47.644532,7.753286,,,,,,,
H2559,Wasserkraftanlage Öblitz,0.993,,HROR,DE,51.18798,11.872397,,,,,,,
H2560,WKA Neurod,0.98,,HROR,DE,48.91103,8.45314,,,,,,,
H2561,Wasserkraftanlage Felsberg-Altenburg,0.97,,HROR,DE,51.118954,9.407344,,,,,,,
H2562,Wasserkraftanlage Öblitz,0.9,,HROR,DE,51.193081,11.87298,,,,,,,
H2563,Illerkraftwerk Au,0.9,,HROR,DE,47.685385,10.320718,,,,,,,
H2564,Maschine 2,0.9,,HROR,DE,50.039585,11.718604,,,,,,,
H2566,Wasserkraftwerk Borstendorf envia THERM,0.88,,HROR,DE,50.768601,13.163541,,,,,,,
H2567,WKW Mihla,0.88,,HROR,DE,51.078326,10.328892,,,,,,,
H2568,WKA  am Rotbach / Posthalde,0.82,,HROR,DE,47.931916,8.031358,,,,,,,
H2569,Wasserkraftanlage Hohenstein,0.8,,HROR,DE,51.425143,7.349392,,,,,,,
H257,Pragneres Hydroelectric Power Station France,189.2,,HDAM,FR,42.8211,0.01033,101,63,,326,1677,39776,
H2570,Wasserkraftanlage Oberried Unteres Werk,0.8,,HROR,DE,47.922189,7.937788,,,,,,,
H2571,Wasserkraftanlage Diez,0.8,,HROR,DE,50.375894,8.001703,,,,,,,
H2572,Wasserkraftwerk Saußbachmühle,0.779,,HROR,DE,48.81957,13.57453,,,,,,,
H2573,Wasserkraftwerk Auerhammer I,0.77,,HROR,DE,50.57937,12.690749,,,,,,,
H2574,Wasserkraftanlage Sachsenburg an der Zschopau,0.757,,HROR,DE,50.932406,13.027787,,,,,,,
H2575,Wasserkraftwerk Eule Colditz,0.755,,HROR,DE,51.146,12.792,,,,,,,
H2576,Wasserkraftwerk Innerstetalsperre Betriebs GmbH,0.75,,HROR,DE,51.914949,10.300975,,,,,,,
H2577,Wasserkraftwerk Lunzenau Papierfabrik,0.75,,HROR,DE,50.959439,12.755473,,,,,,,
H2578,Ellzee M1,0.72,,HROR,DE,48.332603,10.318785,,,,,,,
H2579,Kraftwertk Marienthal,0.718,,HROR,DE,49.045805,12.994735,,,,,,,
H258,Lanzada UP_LANZADA_1,212,,HDAM,IT,46.268585,9.877013,986,11,25713,,247,,
H2580,Wasserkraftanlage Harnrode,0.685,,HROR,DE,50.853798,9.96001,,,,,,,
H2581,Kraftwerk Rugenmühle,0.672,,HROR,DE,49.5,12.5,,,,,,,
H2582,Wasserkraftwerk Werker,0.66,,HROR,DE,49.610772,10.998282,,,,,,,
H2583,WKA Penig,0.655,,HROR,DE,50.933045,12.703174,,,,,,,
H2584,VA-Tech / RRT 1950,0.655,,HROR,DE,50.933,12.703,,,,,,,
H2585,LWKW Bockeloh M1,0.65,,HROR,DE,51.254853,7.800803,,,,,,,
H2586,LWKW Bockeloh M1,0.65,,HROR,DE,51.254853,7.800803,,,,,,,
H2587,LWKW Bockeloh M1,0.65,,HROR,DE,51.254853,7.800803,,,,,,,
H2588,LWKW Bockeloh M2,0.65,,HROR,DE,51.255,7.801,,,,,,,
H2589,LWKW Bockeloh M2,0.65,,HROR,DE,51.255,7.801,,,,,,,
H2590,LWKW Bockeloh M2,0.65,,HROR,DE,51.255,7.801,,,,,,,
H2591,LWKW Bockeloh M3,0.65,,HROR,DE,51.255,7.801,,,,,,,
H2592,LWKW Bockeloh M3,0.65,,HROR,DE,51.255,7.801,,,,,,,
H2593,LWKW Bockeloh M3,0.65,,HROR,DE,51.255,7.801,,,,,,,
H2594,WKA Amerika,0.646,,HROR,DE,50.9309,12.74681,,,,,,,
H2595,WKA Biebermühle,0.646,,HROR,DE,50.932892,12.734082,,,,,,,
H2596,Waldmühle II,0.64,,HROR,DE,48.906617,13.595375,,,,,,,
H2597,Kraftwerk Eibele,0.637,,HROR,DE,47.528466,9.968629,,,,,,,
H2598,KW Atzenbach,0.63,,HROR,DE,47.713774,7.867164,,,,,,,
H2599,Wasserkraftwerk Schmerold an der Mangfall,0.624,,HROR,DE,47.769949,11.762529,,,,,,,
H26,PSHPP_CHAIRA_GP1 - Chaira Pumped Storage Hydroelectric Power Plant Bulgaria,864,772,HPHS,BG,42.159,23.871,690,98.43602906,27340,422,2901,42172,WRI1008055
H260,Oraison ORAISON - Oraison Hydroelectric Power Station France,187,,HDAM,FR,43.92101,5.92438,29,15.7,,,1667,39706,
H2600,Flusskraftwerk Wöllsdorf,0.617,,HROR,DE,51.122898,13.030131,,,,,,,
H2601,Hummel-Mühle Unterensingen,0.605,,HROR,DE,48.390386,9.212134,,,,,,,
H2602,Wasserkraft Bamenohl,0.6,,HROR,DE,51.155555,7.992564,,,,,,,
H2603,Wasserkraftanlage Antonsthal,0.6,,HROR,DE,50.500689,12.756474,,,,,,,
H2604,WKW Porstendorf,0.6,,HROR,DE,50.975752,11.650404,,,,,,,
H2605,Wasserkraftanlage der Spinnerei Unterboihingen (T 12),0.6,,HROR,DE,48.6631,9.3638,,,,,,,
H2606,WKW Fährbrücke,0.6,,HROR,DE,50.646229,12.630021,,,,,,,
H2607,Biggekraftwerk Generator 4,0.6,,HROR,DE,51.116713,7.893217,,,,,,,
H2608,Biggekraftwerk Generator 4,0.6,,HROR,DE,51.116713,7.893217,,,,,,,
H2609,Biggekraftwerk Generator 4,0.6,,HROR,DE,51.116713,7.893217,,,,,,,
H261,Melk Melk-KW - Melk Hydroelectric Power Plant Austria,187,,HROR,AT,48.223472,15.304143,,,,1221,80,45168,
H2610,Biggekraftwerk Generator 4,0.6,,HROR,DE,51.116713,7.893217,,,,,,,
H2611,LWKW Siesel M1,0.6,,HROR,DE,51.224698,7.902132,,,,,,,
H2612,LWKW Siesel M1,0.6,,HROR,DE,51.224698,7.902132,,,,,,,
H2613,LWKW Siesel M1,0.6,,HROR,DE,51.224698,7.902132,,,,,,,
H2614,LWKW Siesel M2,0.6,,HROR,DE,51.224717,7.902046,,,,,,,
H2615,LWKW Siesel M2,0.6,,HROR,DE,51.224717,7.902046,,,,,,,
H2616,LWKW Siesel M2,0.6,,HROR,DE,51.224717,7.902046,,,,,,,
H2617,LWKW Siesel M3,0.6,,HROR,DE,51.224705,7.902063,,,,,,,
H2618,LWKW Siesel M3,0.6,,HROR,DE,51.224705,7.902063,,,,,,,
H2619,LWKW Siesel M3,0.6,,HROR,DE,51.224705,7.902063,,,,,,,
H262,Vermuntwerk Vermunt Hydroelectric Power Plant Austria,157,,HDAM,AT,46.96845,10.05986,53,5.3,,,1794,45209,
H2620,LWKW Wilhelmsthal M1,0.6,,HROR,DE,51.267373,7.724686,,,,,,,
H2621,LWKW Wilhelmsthal M1,0.6,,HROR,DE,51.267373,7.724686,,,,,,,
H2622,LWKW Wilhelmsthal M1,0.6,,HROR,DE,51.267373,7.724686,,,,,,,
H2623,LWKW Wilhelmsthal M1,0.6,,HROR,DE,51.267373,7.724686,,,,,,,
H2624,WKW Niederschlema,0.585,,HROR,DE,50.61235,12.690956,,,,,,,
H2625,WKA Werk Weisenbach,0.585,,HROR,DE,48.72377,8.35596,,,,,,,
H2626,Wasserkraftanlage Poppenwald,0.585,,HROR,DE,50.626783,12.684267,,,,,,,
H2627,WKW V,0.58,,HROR,DE,48.015627,12.544723,,,,,,,
H2628,WKA Mittweida,0.56,,HROR,DE,50.98297,12.99362,,,,,,,
H2629,WKA OT Klosterbuch,0.56,,HROR,DE,51.157979,12.975753,,,,,,,
H263,Pocinho Pocinho - G1 - Pocinho Hydroelectric Power Plant Portugal,186,,HROR,PT,41.1343,-7.1141,,,,408.4,2965,43536,
H2630,Höselhurst M1,0.55,,HROR,DE,48.3,10.32,,,,,,,
H2631,Wattenweiler M1,0.55,,HROR,DE,48.31,10.33,,,,,,,
H2632,Wasserkraft Braunsdorf GmbH,0.53,,HROR,DE,50.875318,13.021385,,,,,,,
H2633,Wasserkraftwerk Brethmühle,0.516,,HROR,DE,50.580197,12.745811,,,,,,,
H2634,Wasserkraftwerk Oberbiel,0.511,,HROR,DE,50.325259,8.253758,,,,,,,
H2635,"F-7505 Papierfabrik, Wolkenburg",0.505,,HROR,DE,50.898857,12.660523,,,,,,,
H2636,Generator 1 Villigst,0.504,,HROR,DE,51.458439,7.633934,,,,,,,
H2637,Wasserkraftanlage Petze,0.5,,HROR,DE,52.065195,9.942353,,,,,,,
H2638,FKW Auerbrücke,0.5,,HROR,DE,48.88873,8.703077,,,,,,,
H2639,WKW Rasenmühle,0.5,,HROR,DE,50.836,10.163,,,,,,,
H264,Avče CHE Avce - Avce Pumped Storage Hydroelectric Power Plant Slovenia,185,180,HPHS,SI,46.08412,13.66757,,2.17,,185,1535,44873,
H2640,WKA Rothenburg,0.5,,HROR,DE,51.646,11.753,,,,,,,
H2641,WKA Rothenburg,0.5,,HROR,DE,51.646,11.753,,,,,,,
H2642,WKA Rothenburg,0.5,,HROR,DE,51.646,11.753,,,,,,,
H2643,WKA Rothenburg,0.5,,HROR,DE,51.646,11.753,,,,,,,
H2644,WKA Rothenburg,0.5,,HROR,DE,51.646,11.753,,,,,,,
H2645,WKA Rothenburg,0.5,,HROR,DE,51.646,11.753,,,,,,,
H2646,WKA Rothenburg,0.5,,HROR,DE,51.646,11.753,,,,,,,
H2647,WKA Rothenburg,0.5,,HROR,DE,51.646,11.753,,,,,,,
H2648,WKA Rothenburg,0.5,,HROR,DE,51.646,11.753,,,,,,,
H2649,Wasserkraftwerk Hiltensweiler,0.496,,HROR,DE,47.650757,9.779708,,,,,,,
H265,FERRERA KHR,185,90,HPHS,CH,46.481998,9.453,28,197,22630,,1835,,
H2650,Erzeugung Hiltensweiler,0.496,,HROR,DE,47.651,9.779,,,,,,,
H2651,Wasserkraftanlage Vaihingen (Untermühle),0.495,,HROR,DE,48.927,8.956,,,,,,,
H2652,Wasserkraftanlage Wiesentwerk,0.49,,HROR,DE,49.716076,11.072574,,,,,,,
H2653,Wasserkraftwerk Laucherthal,0.49,,HROR,DE,48.08451,9.27675,,,,,,,
H2654,Wasserkraftanlage Werdohl (Im Ohl),0.49,,HROR,DE,51.261112,7.783748,,,,,,,
H2655,WKA Wutöschingen,0.485,,HROR,DE,47.659789,8.361481,,,,,,,
H2656,WKA-WUT,0.485,,HROR,DE,47.659821,8.360747,,,,,,,
H2657,Brennet,0.482,,HROR,DE,47.585424,7.90965,,,,,,,
H2658,Wasserkraftwerk Elmores / Kabelmetall,0.48,,HROR,DE,50.804873,7.589904,,,,,,,
H2659,Künzelsau,0.48,,HROR,DE,49.281599,9.690035,,,,,,,
H266,Stalden STALDEN - Stalden Hydroelectric Power Plant Switzerland,185,,HDAM,CH,46.23022033,7.857193058,120,77.5,,518.4,1787,45463,
H2660,Wasserkraftanlage Lastauer Mühle,0.48,,HROR,DE,51.103027,12.806881,,,,,,,
H2661,Maschine 1,0.48,,HROR,DE,50.039614,11.718821,,,,,,,
H2662,Maschine 1,0.48,,HROR,DE,50.039614,11.718821,,,,,,,
H2663,Wasserkraftwerk Oferdingen,0.475,,HROR,DE,48.553634,9.199879,,,,,,,
H2664,Wasserkraftanlage Marbach an der Flöha,0.47,,HROR,DE,50.785297,13.157997,,,,,,,
H2665,Wasserkraftwerk Neue Hütte Pöhla,0.468,,HROR,DE,50.501544,12.806464,,,,,,,
H2666,Kraftwerk Hottingen,0.465,,HROR,DE,47.633484,8.00019,,,,,,,
H2667,Erzeugung Hermaringen,0.452,,HROR,DE,48.599,10.255,,,,,,,
H2668,Großmühle Grimma,0.45,,HROR,DE,51.230896,12.726516,,,,,,,
H2669,Wasserkraftanlage Leisnig-Tragnitz,0.45,,HROR,DE,51.169751,12.918412,,,,,,,
H267,Sarrans SARRANS - Sarrans Hydroelectric Power Station France,183,,HDAM,FR,44.82942,2.74042,113,296,,,1686,39726,
H2670,Wasserkraftwerk Bautzen ( Talsperre),0.45,,HROR,DE,51.219873,14.470303,,,,,,,
H2671,Wasserkraftwerk Grüner Hirsch St. Andreasberg,0.45,,HROR,DE,51.71286,10.515999,,,,,,,
H2672,Reuschenberger Mühle,0.45,,HROR,DE,51.053981,6.976712,,,,,,,
H2673,WKA OT Tragnitz,0.45,,HROR,DE,51.163258,12.929731,,,,,,,
H2674,WKW Innerstetalsperre 2,0.45,,HROR,DE,51.914898,10.300997,,,,,,,
H2675,Papierfabrik,0.447,,HROR,DE,47.882939,9.644566,,,,,,,
H2676,"Vogt`sche Mühle, Weserstraße 4-6 in Kassel",0.44,,HROR,DE,51.317514,9.508007,,,,,,,
H2677,Wasserkraftanlage Eckertalsperre,0.43,,HROR,DE,51.842411,10.576558,,,,,,,
H2678,Wasserkraftanlage Bitburg,0.42,,HROR,DE,50.010099,6.443189,,,,,,,
H2679,Kammgarnspinnerei,0.42,,HROR,DE,48.971481,9.144594,,,,,,,
H2680,Wasserkraftanlage Gera-Debschwitz/ Weiße Elster,0.42,,HROR,DE,50.856833,12.077631,,,,,,,
H2681,WKW IV,0.415,,HROR,DE,48.083,12.575,,,,,,,
H2682,Wasserkraftanlage Talsperre Pirk,0.413,,HROR,DE,50.427496,12.116948,,,,,,,
H2683,Wasserkraftwerk Senden Weberei,0.41,,HROR,DE,48.320243,10.037948,,,,,,,
H2684,Kraftwerk Wiehlmünden,0.4,,HROR,DE,50.98822,7.480166,,,,,,,
H2685,Bühler Schneider Buchelt,0.4,,HROR,DE,47.520754,10.228919,,,,,,,
H2686,Wasserkraftwerk Hauptwerk,0.4,,HROR,DE,47.78399,11.78736,,,,,,,
H2687,Wasserkraftanlage Mühle Wetterzeube,0.4,,HROR,DE,51.004616,12.014242,,,,,,,
H2688,WKA am Neumagen/Staufen,0.4,,HROR,DE,47.866957,7.746614,,,,,,,
H2689,WKA-Töpelmühle,0.4,,HROR,DE,51.122906,13.030117,,,,,,,
H269,JABLANICA - Jablanica Hydroelectric Power Plant Bosnia and Herzegovina,181,,HDAM,BA,43.692001,17.733,85,,,,,44767,
H2690,WKA Dorndorf,0.4,,HROR,DE,51.005,11.674,,,,,,,
H2691,WKA Dorndorf,0.4,,HROR,DE,51.005,11.674,,,,,,,
H2692,WKA Dorndorf,0.4,,HROR,DE,51.005,11.674,,,,,,,
H2693,WKA Dorndorf,0.4,,HROR,DE,51.005,11.674,,,,,,,
H2694,F-4804 Wollreißerei Stein,0.395,,HROR,DE,50.96229,12.805247,,,,,,,
H2695,Wasserkraftwerk Baierbrunn,0.39,,HROR,DE,48.026886,11.50214,,,,,,,
H2696,Wasserkraftwerk Scheer an der Donau,0.39,,HROR,DE,48.071851,9.202968,,,,,,,
H2697,Wasserkraft EGO,0.39,,HROR,DE,47.633,11.237,,,,,,,
H2698,Wasserkraftwerk Mindelaltheim,0.386,,HROR,DE,48.452,10.403,,,,,,,
H2699,Generator1,0.385,,HROR,DE,48.574,13.799,,,,,,,
H27,Harsprånget Harspranget G1 - Harspranget Hydroelectric Power Station Sweden,871,,HDAM,SE,66.885309,19.818399,107,6.4,,2150,2,42916,WRI1002099
H2701,Johann Rösner Elektrizitätswerk,0.372,,HROR,DE,47.878813,11.926727,,,,,,,
H2702,Eulschirbener Mühle,0.37,,HROR,DE,49.699834,9.577934,,,,,,,
H2703,Wasserkraftanlage Greiz-Dölau,0.37,,HROR,DE,50.625992,12.17791,,,,,,,
H2704,Wasserkraftanlage Schuhmacherwehr,0.3697,,HROR,DE,47.75183,11.7412,,,,,,,
H2705,Vogelmühle,0.36,,HROR,DE,50.747328,13.190712,,,,,,,
H2706,Heinrich und Marianne Holzner GbR,0.36,,HROR,DE,47.977816,12.505138,,,,,,,
H2707,Hedrichwerk,0.36,,HROR,DE,50.814344,12.527262,,,,,,,
H2708,Riedmühle Mindelaltheim,0.36,,HROR,DE,48.452252,10.403121,,,,,,,
H2709,Hedrichwerk,0.36,,HROR,DE,50.815425,12.527415,,,,,,,
H271,Regua REgua - G1 - Regua Hydroelectric Power Plant Portugal,180,,HROR,PT,41.1461,-7.74,41,95,,,2971,43541,
H2710,Baiersdorfermühle,0.355,,HROR,DE,49.646034,11.015016,,,,,,,
H2711,Wasserkraftwerk,0.355,,HROR,DE,49.416,11.018,,,,,,,
H2712,Wiemeringhausen,0.352,,HROR,DE,51.2896,8.504373,,,,,,,
H2713,Eichmühle,0.35,,HROR,DE,50.841212,9.680571,,,,,,,
H2714,KW Grimmer - alte Papierfabrik in Mü.-Pasing,0.35,,HROR,DE,48.13694,11.453331,,,,,,,
H2715,Wasserkraft Rieger,0.35,,HROR,DE,48.025097,12.545427,,,,,,,
H2716,Holzschleife,0.35,,HROR,DE,47.89108,9.658,,,,,,,
H2717,Wasserkraftwerk T 29 an der Enz,0.35,,HROR,DE,49.002843,9.14008,,,,,,,
H2718,WKA Bad Schlema,0.35,,HROR,DE,50.618,12.681,,,,,,,
H2719,Isenkraftwerk-Generator 1,0.35,,HROR,DE,48.26,12.634,,,,,,,
H272,AZUTAN,180,,HDAM,ES,39.778999,-5.088,191.6,113,,,,,
H2720,Isenkraftwerk-Generator 1,0.35,,HROR,DE,48.26,12.634,,,,,,,
H2721,Isenkraftwerk-Generator 1,0.35,,HROR,DE,48.26,12.634,,,,,,,
H2722,Isenkraftwerk-Generator 2,0.35,,HROR,DE,48.26,12.634,,,,,,,
H2723,Isenkraftwerk-Generator 2,0.35,,HROR,DE,48.26,12.634,,,,,,,
H2724,Isenkraftwerk-Generator 2,0.35,,HROR,DE,48.26,12.634,,,,,,,
H2725,Isenkraftwerk-Generator 3,0.35,,HROR,DE,48.26,12.634,,,,,,,
H2726,Isenkraftwerk-Generator 3,0.35,,HROR,DE,48.26,12.634,,,,,,,
H2727,Isenkraftwerk-Generator 3,0.35,,HROR,DE,48.26,12.634,,,,,,,
H2728,Waldstetten M1,0.35,,HROR,DE,48.347953,10.307713,,,,,,,
H2729,Wachtelberg 1,0.344,,HROR,DE,48.538069,9.486565,,,,,,,
H273,S. floriano UP_SFLORIANO_2,180,,HROR,IT,46.290466,11.245401,,,,,240,,
H2730,Wasserkraftwerk Freyburg /Unstrut,0.34,,HROR,DE,51.208567,11.771387,,,,,,,
H2731,KW Schappe,0.334,,HROR,DE,47.712215,7.861243,,,,,,,
H2732,Wasserkraft Cronenberg/Sophienhammer,0.33,,HROR,DE,51.40528,7.992761,,,,,,,
H2733,Wasserkraftwerk Rechtenstein,0.33,,HROR,DE,48.240348,9.545755,,,,,,,
H2734,Salach,0.33,,HROR,DE,48.685825,9.748415,,,,,,,
H2735,Sax-Seisenberger GBR,0.33,,HROR,DE,47.576,10.518,,,,,,,
H2736,WKA Steinerne Renne in Wernigerode,0.32,,HROR,DE,51.816661,10.724849,,,,,,,
H2737,WKA Silberstraße,0.32,,HROR,DE,50.660844,12.547875,,,,,,,
H2738,Elektrizitätswerk Laufenmühle,0.32,,HROR,DE,48.260753,9.56291,,,,,,,
H2739,Wasserkraftanlage T7,0.32,,HROR,DE,48.442,8.684,,,,,,,
H274,Bourg les valence BOURG les VALENCE - Bourg Les Valence Hydroelectric Power Station France,180,,HROR,FR,44.96128,4.87221,25,,,,1584,39761,
H2740,Lahnlagerhaus-Löhnberg,0.32,,HROR,DE,50.508146,8.27337,,,,,,,
H2741,Hausen I,0.316,,HROR,DE,47.691113,7.842742,,,,,,,
H2742,Große Dhünn - Talsperre,0.314,,HROR,DE,51.069535,7.186003,,,,,,,
H2743,Wasserkraftanlage Reschwitz an der Saale,0.312,,HROR,DE,50.616603,11.384417,,,,,,,
H2744,WKW Hauzenberg,0.305,,HROR,DE,48.740208,13.559773,,,,,,,
H2745,Wasserkraftwerk Triftbach Bad Aibling,0.3,,HROR,DE,47.856723,12.003619,,,,,,,
H2746,WKA Dorndorf an der Werra,0.3,,HROR,DE,50.837798,10.089621,,,,,,,
H2747,Wasserkraftwerk Krebs OHG,0.3,,HROR,DE,49.243734,9.30553,,,,,,,
H2748,WKW Wieblingen/ Helmreich,0.3,,HROR,DE,49.426813,8.651185,,,,,,,
H2749,WKA Gräfendorf,0.3,,HROR,DE,50.115,9.767,,,,,,,
H275,Laxede Laxede Hydroelectric Power Station Sweden - Laxede Hydroelectric Power Station Sweden,207,,HDAM,SE,66.2682205,20.8259525,21,15.1,,870,772,42913,
H2750,WKA Gräfendorf,0.3,,HROR,DE,50.115,9.767,,,,,,,
H2751,WKW Innerstetalsperre 1,0.3,,HROR,DE,51.914907,10.301431,,,,,,,
H2752,WKW Oker,0.3,,HROR,DE,51.884,10.472,,,,,,,
H2753,LWKW Wilhelmsthal M2,0.3,,HROR,DE,51.26737,7.724669,,,,,,,
H2754,LWKW Wilhelmsthal M2,0.3,,HROR,DE,51.26737,7.724669,,,,,,,
H2755,LWKW Wilhelmsthal M2,0.3,,HROR,DE,51.26737,7.724669,,,,,,,
H2756,LWKW Wilhelmsthal M2,0.3,,HROR,DE,51.26737,7.724669,,,,,,,
H2757,LWKW Wilhelmsthal M3,0.3,,HROR,DE,51.267382,7.724668,,,,,,,
H2758,LWKW Wilhelmsthal M3,0.3,,HROR,DE,51.267382,7.724668,,,,,,,
H2759,LWKW Wilhelmsthal M3,0.3,,HROR,DE,51.267382,7.724668,,,,,,,
H276,Tavanasa kvr,180,,HDAM,CH,46.75103682,9.046923928,,,,,2630,,
H2760,LWKW Wilhelmsthal M3,0.3,,HROR,DE,51.267382,7.724668,,,,,,,
H2761,WKW Göhren,0.295,,HROR,DE,50.981,12.766,,,,,,,
H2762,WKW Göhren,0.295,,HROR,DE,50.981,12.766,,,,,,,
H2763,WKW Göhren,0.295,,HROR,DE,50.981,12.766,,,,,,,
H2764,WKW Göhren,0.295,,HROR,DE,50.981,12.766,,,,,,,
H2765,WKW Göhren,0.295,,HROR,DE,50.981,12.766,,,,,,,
H2766,WKW Göhren,0.295,,HROR,DE,50.981,12.766,,,,,,,
H2767,Hammermühle Schwarzenfeld,0.294,,HROR,DE,49.387595,12.143642,,,,,,,
H2768,Wasserkraftwerk Greiz-Dölau,0.2925,,HROR,DE,50.626015,12.177755,,,,,,,
H2769,Kraftwerk Stefling,0.292,,HROR,DE,49.214239,12.204829,,,,,,,
H277,TREBINJE - Trebinje I Hydroelectric Power Plant Bosnia and Herzegovina,179,,HDAM,BA,42.734001,18.497,123,1082,,500,,44768,
H2770,Wasserkraftanlage Mühle Oldisleben,0.29,,HROR,DE,51.300644,11.173349,,,,,,,
H2771,Wasserkraftwerk Nossen an der Freiberger Mulde,0.29,,HROR,DE,51.065898,13.293679,,,,,,,
H2772,Burgkunstädter Mühle,0.286,,HROR,DE,50.132748,11.248659,,,,,,,
H2773,Okertal 16/17 (Lumme II bzw. Werk IV),0.285,,HROR,DE,51.875911,10.474962,,,,,,,
H2774,Wasserkraftanlage Remse,0.28,,HROR,DE,50.851641,12.564334,,,,,,,
H2775,Wasserkraftwerk Burgau,0.28,,HROR,DE,48.432,10.408,,,,,,,
H2776,Wasserkraftwerk Gündenhausen,0.279,,HROR,DE,47.649142,7.800731,,,,,,,
H2777,Wasserkraftanlage Technitz,0.27,,HROR,DE,51.130601,13.062722,,,,,,,
H2778,Saßbachmühle 4,0.27,,HROR,DE,48.717,13.581,,,,,,,
H2779,Breitenthal M1,0.27,,HROR,DE,48.2345,10.30013,,,,,,,
H278,Ottensheim wilhering Ottensheim-Wilhering-KW - Ottenheim-Wilhering Hydroelectric Power Plant Austria,179,,HROR,AT,48.3165,14.151057,,,,1153,91,45164,
H2780,Breitenthal M1,0.27,,HROR,DE,48.2345,10.30013,,,,,,,
H2781,Breitenthal M2,0.27,,HROR,DE,48.2345,10.30013,,,,,,,
H2782,Breitenthal M2,0.27,,HROR,DE,48.2345,10.30013,,,,,,,
H2783,Hochbehälter 08,0.264,,HROR,DE,50.9236,10.76272,,,,,,,
H2784,WKA Erlautal,0.26,,HROR,DE,48.564261,13.578327,,,,,,,
H2785,Stadtmühle Forst,0.26,,HROR,DE,51.4371,14.65153,,,,,,,
H2786,Pflegelberg T238 (T4),0.26,,HROR,DE,47.66079,9.7408,,,,,,,
