id,name,installed_capacity_MW,pumping_MW,type,country_code,lat,lon,dam_height_m,volume_Mm3,storage_capacity_MWh,avg_annual_generation_GWh,pypsa_id,GEO,WRI
N19,Bergerfoss,3.3,,HDAM,NO,60.227748,10.376135,5.4,408.6,5311.8,15.2476,,,
N449,Toverud,6,,HDAM,NO,60.42073,10.384411,230.1,20,10740,13.8805,,,
N451,Trengereid,3.5,,HDAM,NO,60.428801,5.623466,388,2.7,2624.4,18.9712,,,
N6,Arna,2.2,,HDAM,NO,60.460744,5.437516,61,1.6,238.4,7.5884,,,
N471,Tøsse,3.5,,HDAM,NO,60.617731,5.586937,52,5.6,924,14.254,,,
N327,Osvatn,2.3,,HDAM,NO,60.613507,5.604592,205,8,3784,12.264,,,
N603,Myra,3.7,,HDAM,NO,60.426946,5.830622,18.2,4.4,224.4,17.9458,,,
N485,Møllen,2,,HDAM,NO,60.476307,5.738424,80,,,13.9464,,,
N5,Ardalen,2.5,,HDAM,NO,60.476157,5.777838,120,7.06,2040.34,14.0489,,,
N97,Fossmark,9,,HDAM,NO,60.51216,5.725404,432,1.8,1875.6,43.9929,,,
N160,Hommelfoss,2.8,,HDAM,NO,60.900223,5.617947,186.5,1.2,522,14.0489,,,
N299,Nedre Svultingen,8.8,,HDAM,NO,61.154509,5.350066,68,10,1370,40.3723,,,
N521,Øvre Svultingen,6.45,,HDAM,NO,61.160205,5.478088,103,25.6,6963.2,26.7,,,
N66,Dyrnesli,6.5,,HDAM,NO,61.204094,5.811217,314,7.4,5157.8,49.0088,,,
N401,Stongfjord,2.9,,HDAM,NO,61.427966,5.169401,90,4.5,940.5,11.6538,,,
N325,Oslandsbotn,2.9,,HDAM,NO,61.42161,5.233451,188,5.9,2643.2,11.7579,,,
N518,Øvre Markevatn,5,,HDAM,NO,61.446093,5.335162,113.8,20.5,5699,20.2215,,,
N296,Nedre Markevatn,2.8,,HDAM,NO,61.462957,5.322115,42,0,0,9.3647,,,
N384,Skogheim,7.7,,HDAM,NO,61.675014,5.783221,341,19,15637,31.3197,,,
N605,Rognsfossen,6,,HDAM,NO,60.632487,6.431703,19.29,,,31.5798,,,
N476,Ulvik I,1.4,,HDAM,NO,60.569184,6.914784,60,0,0,6.6655,,,
N241,Leinafoss,4.8,,HDAM,NO,60.831726,7.118358,54,,,29.6549,,,
N338,Aurland V (Reppa),9,,HDAM,NO,60.804002,7.35285,395,16,15440,29.4468,,,
N456,Trysilfossen,4.5,,HDAM,NO,61.750061,6.276408,11.5,42.8,1112.8,21.6429,,,
N44,Brekkefoss,1.6,,HDAM,NO,60.887458,8.460594,38,0,0,11.3568,,,
N316,Nyset,5,,HDAM,NO,61.163283,7.750692,61,44.3,7309.5,19.9781,,,
N73,Eidsfoss,4.1,,HDAM,NO,61.176741,8.390973,49,11,1144,16.2992,,,
N85,Fivlemyr,2,,HDAM,NO,61.651692,7.750106,230,11.1,5594.4,7.6998,,,
N497,Vestbakken,1.2,,HDAM,NO,60.667445,10.601301,43,38.95,3622.35,7.0453,,,
N532,Åvella,4.1,,HDAM,NO,60.800769,10.112389,335,0,0,11.4619,,,
N526,Åmot,1.8,,HDAM,NO,60.782664,10.647478,56,0,0,12.8289,,,
N46,Brufoss,2.2,,HDAM,NO,60.790333,10.678292,32.5,,,10.9361,,,
N621,Høgfallet,1.1,,HDAM,NO,60.883318,10.645331,38.5,,,5.1525,,,
N342,Roppa,5,,HDAM,NO,61.240405,10.058534,473,13.7,14617.9,31.2314,,,
N331,Raua,1.1,,HDAM,NO,61.271742,10.132687,391.7,5,3815,5.1525,,,
N467,Tyria I,3.3,,HDAM,NO,61.114006,10.671124,176,,,15.8785,,,
N468,Tyria II,2.2,,HDAM,NO,61.124574,10.695165,114,18.7,4375.8,9.9898,,,
N504,Vinkelfallet,7.1,,HDAM,NO,61.532876,10.141178,109,0,0,26.8148,,,
N416,Svelgen I,9.1,,HDAM,NO,61.771111,5.297622,223,10.7,5414.2,52.6506,,,
N386,Skorge,1.8,,HDAM,NO,61.999016,5.45904,340,14.9,10623.7,6.7634,,,
N608,Dale,5.2,,HDAM,NO,62.063379,5.926892,619,6.3,9097.2,25.0363,,,
N425,Sørbrandal,9.5,,HDAM,NO,62.166187,5.568515,369,30.2,26636.4,41.76,,,
N109,Gjerdsvika,4,,HDAM,NO,62.256071,5.583926,196,22.5,10957.5,10.1611,,,
N475,Ulsteindal,1.3,,HDAM,NO,62.364845,5.846927,195,2.9,1307.9,5.4471,,,
N213,Kopa,2.6,,HDAM,NO,62.033469,6.39558,83.3,6.5,1228.5,16.1322,,,
N208,Kolfossen,2.7,,HDAM,NO,62.048644,6.393757,46,2.1,174.3,14.4072,,,
N492,Vatne,3,,HDAM,NO,62.140217,6.249948,90,0,0,17.1797,,,
N27,Bjørdal,4.3,,HDAM,NO,62.134077,6.298791,291,11.69,7353.01,27.76,,,
N300,Nedre Tessa 1,7,,HDAM,NO,61.846025,8.96078,146.5,0,0,17.9816,,,
N185,Istad,4.8,,HDAM,NO,62.805201,7.700295,158,,,24,,,
N119,Grønnedal,1.76,,HDAM,NO,62.840822,7.701925,60,16.95,2593.35,6.66,,,
N372,Skar,2.9,,HDAM,NO,62.833476,8.300592,148.8,16.1,5635,13.5133,,,
N334,Reinset,4.9,,HDAM,NO,62.804585,8.502891,263.6,10.5,5712,16.6559,,,
N626,Angvik,1.1,,HDAM,NO,62.891387,8.083062,56,,,4.9233,,,
N487,Valsøyfjord,4.28,,HDAM,NO,63.121025,8.568069,187,0,0,19.2096,,,
N75,Einunna,9,,HDAM,NO,62.231331,10.342027,123,85,22100,42.6934,,,
N356,Sama,7.9,,HDAM,NO,63.111583,10.601726,52.47,120,15960,26.071,,,
N43,Brekke,8,,HDAM,NO,59.148451,11.556397,26.6,25.31,1493.29,36.4892,,,
N42,Brekke,1.5,,HDAM,NO,59.438701,11.225482,15,,,5.5544,,,
N105,Gapestad,1.5,,HDAM,NO,59.435697,11.241683,15.5,,,5.5544,,,
N49,Buer,1.5,,HDAM,NO,59.433144,11.279994,16,,,5.3448,,,
N513,Ørje,1.75,,HDAM,NO,59.480771,11.652347,9.5,64.9,1557.6,9.7464,,,
N261,Mago D,1.6,,HDAM,NO,60.320995,11.26002,8,,,6.3093,,,
N51,Bøhnsdalen,3,,HDAM,NO,60.286995,11.194128,18.2,121.7,4502.9,11.5672,,,
N376,Skjefstadfoss I,4,,HDAM,NO,60.826503,11.610549,9.39,,,11.6723,,,
N221,Kvernfallet,1.1,,HDAM,NO,61.195979,11.54901,18,,,2.2082,,,
N324,Osfallet,5.6,,HDAM,NO,61.201663,11.506418,40.79,,,8.2021,,,
N168,Hylla,2.9,,HDAM,NO,61.665298,12.018904,320,1.05,767.55,8.5176,,,
N347,Røstefoss,3,,HDAM,NO,62.507535,11.263389,9.5,,,20.4002,,,
N614,Haukvik,2.6,,HDAM,NO,63.195269,8.930589,300,2.5,1805,10.3471,,,
N378,Skjenaldfossen,5.8,,HDAM,NO,63.293668,9.728589,63.6,39.8,5970,22.419,,,
N259,Løkaunet,9.3,,HDAM,NO,63.268184,10.458287,52,0,0,7.2792,,,
N516,Øvre Leirfoss,3.1,,HDAM,NO,63.372869,10.407425,34,,,23.253,,,
N295,Nedre Leirfoss,2.4,,HDAM,NO,63.381842,10.396675,27,,,18.4002,,,
N188,Julskaret,7,,HDAM,NO,63.140481,10.968042,106.8,65,15795,26.781,,,
N132,Hasselelva,1.1,,HDAM,NO,63.650952,9.904441,60,4.5,598.5,4.0577,,,
N437,Teksdal,2.5,,HDAM,NO,63.848701,9.890697,42,37.5,3075,13.6949,,,
N502,Vik,1.2,,HDAM,NO,64.241997,10.390436,87,4,780,7.4053,,,
N237,Langåsfoss,1.13,,HDAM,NO,63.715896,11.352543,80,4.6,782,5.5021,,,
N472,Ulefoss,2.1,,HDAM,NO,64.830095,11.933663,29,,,15.4059,,,
N613,Salsbruket,1.5,,HDAM,NO,64.801645,11.862156,15.3,0,0,11.0042,,,
N244,Liavatn,1.8,,HDAM,NO,64.843237,11.971394,56.09,82.6,9168.6,9.8038,,,
N243,Liafoss,2.9,,HDAM,NO,64.838852,11.95325,45.59,73.8,7453.8,24.7096,,,
N617,Hansfoss,1.3,,HDAM,NO,63.72116,11.450426,48,7.4,851,7.903,,,
N340,Riksheim,5.3,,HDAM,NO,62.35265,6.559334,258.74,0,0,17.4941,,,
N630,Lekum,1.5,,HDAM,NO,59.522939,11.245471,31.39,,,5.7835,,,
N622,Ål,3.2,,HDAM,NO,60.650263,8.612254,30.5,,,13.4144,,,
N565,Skjærlivatn,2.6,,HDAM,NO,64.227295,10.406153,121,8.2,2468.2,7.7096,,,
N736,Tafjord 6,1.8,,HDAM,NO,62.133172,7.559238,36,68,6324,5.22,,,
N735,Hjelmeland,6,,HDAM,NO,59.223845,6.219298,145,2,698,21.4342,,,
N746,Byafossen,6,,HDAM,NO,64.038142,11.552689,8,0,0,34.8,,,
N745,Scheldefoss,1.4,,HDAM,NO,64.46592,10.946658,22.5,10,490,7.1027,,,
N277,Morkenfoss,2.1,,HDAM,NO,64.429329,10.959254,50.5,14.2,1661.4,11.5044,,,
N750,Skree,6.9,,HDAM,NO,59.353813,8.079771,55.1,0,0,31.9675,,,
N754,Fossheim,8.32,,HDAM,NO,61.579621,6.502653,326,0,0,38.8115,,,
N728,Raubergfossen,2.7,,HDAM,NO,62.943292,11.107585,61.5,6,876,11.6265,,,
N738,Storfallet,2.7,,HDAM,NO,61.371819,11.104129,71.4,0,0,8.4125,,,
N752,Kinso,4.1,,HDAM,NO,60.351842,6.757931,111,,,21.1,,,
N757,Gausbu,7.2,,HDAM,NO,59.367561,7.892581,88,116.8,24528,33.4396,,,
N763,Sundfossen,2.2,,HDAM,NO,64.078223,11.63216,4.4,165,1650,13.4051,,,
N760,Skonningsfoss,2.4,,HDAM,NO,59.126285,11.41814,7.69,,,12.6187,,,
N89,Flittig,5.5,,HDAM,NO,59.323002,9.53647,146,23.71,8630.44,44.3,,,
N771,Tveitafoss,1.7,,HDAM,NO,60.417834,7.190307,62,,,7.1783,,,
N773,Ramstaddal,1.2,,HDAM,NO,62.398629,6.800512,380,0.81,749.25,3.2364,,,
N779,Staffi,3.8,,HDAM,NO,59.866907,6.087541,214,5.7,3009.6,16.4076,,,
N777,Eid,9.6,,HDAM,NO,60.720717,9.713376,12.5,0,0,55.4174,,,
N764,Vestrebotn,2.8,,HDAM,NO,60.995104,5.722891,78.7,47.6,9234.4,15.816,,,
N766,Meisal II,4.1,,HDAM,NO,62.788628,8.232293,605,2.5,3560,24.6174,,,
N81,Fausa II,7,,HDAM,NO,62.357548,6.894803,330,15.6,10576.8,44.1018,,,
N780,Fossan,2.5,,HDAM,NO,63.027127,11.70028,28,50,3450,13.1876,,,
N627,Ulvilla,1.1,,HDAM,NO,63.796846,11.816394,84.5,14.8,3004.4,5.8022,,,
N350,Sagbergfossen,1.2,,HDAM,NO,63.244057,10.16954,26.6,19.7,1103.2,3.9562,,,
N270,Midtre Tessa,7,,HDAM,NO,61.842305,8.960191,159.5,,,18.2971,,,
N744,Fossheimfoss,1.9,,HDAM,NO,61.029947,9.049017,6.69,92.3,1476.8,9.3588,,,
N770,Hellandsfossen,2.5,,HDAM,NO,60.832358,5.883056,31,,,8.2037,,,
N280,Hattebergsdalen,4.96,,HDAM,NO,59.97063,6.063545,155.5,6.3,2394,24.528,,,
N783,Stadheim,4.53,,HDAM,NO,62.073573,6.91285,64.25,,,25.578,,,
N784,Åsedøla,1.49,,HDAM,NO,61.520443,5.795499,,,,5.7035,,,
N785,Svartkulp,3.9,,HDAM,NO,59.729116,6.627519,,103.1,10619.3,21.567,,,
N781,Blåfalli V,8.1,,HDAM,NO,59.919097,6.187562,56,102,13260,26.572,,,
N786,Moelv,1.2,,HDAM,NO,60.943698,10.745986,57,15.5,2061.5,6.288,,,
N782,Juvfossen,7,,HDAM,NO,62.246257,6.890173,172,,,25.056,,,
N789,Tysseland,4.8,,HDAM,NO,59.507622,6.218006,225,,,24.5,,,
N790,Lindland,8.1,,HDAM,NO,58.358826,6.300171,106,18.8,4662.4,37.999,,,
N351,Sage,8.9,,HDAM,NO,61.482112,7.440386,340,7.05,5809.2,44.0725,,,
N787,Ågjølet,1.34,,HDAM,NO,61.557977,6.336555,49,,,6.5,,,
N793,Austdøla,1.3,,HDAM,NO,59.94946,6.616404,147,,,6,,,
N788,Veiteberg,2.07,,HDAM,NO,61.618866,6.642294,169,,,6.9479,,,
N792,Befring,4.5,,HDAM,NO,61.609102,6.635326,281,,,23.4362,,,
N48,Brødbølfoss,2.4,,HDAM,NO,60.033452,12.371142,40,19,1558,13.8805,,,
N355,Sagnfossen,6.2,,HDAM,NO,61.161438,12.44547,9.5,,,36.4704,,,
N515,Øvre Fiskumfoss,7.6,,HDAM,NO,64.556298,12.4777,6.69,,,55.7217,,,
N459,Tunnsjøfoss,8.5,,HDAM,NO,64.690137,13.215878,8.1,440,7920,30.1116,,,
N233,Langfjord,9,,HDAM,NO,65.375988,12.699796,255,3.2,2000,38.874,,,
N182,Ildgrubfossen,6.5,,HDAM,NO,66.300896,14.350961,220,7,3451,31.713,,,
N333,Reinfossen,3.4,,HDAM,NO,66.349608,14.342784,30,,,6.364,,,
N304,Neverdalsåga,2.1,,HDAM,NO,66.822241,13.980626,213,22.8,9484.8,12.3177,,,
N258,Lysvatn,4.1,,HDAM,NO,66.875106,13.84261,284,28,19936,27.3042,,,
N235,Langvatn,5.4,,HDAM,NO,66.887296,14.153085,60.59,55.2,7617.6,29.7678,,,
N368,Sjøfossen,6.5,,HDAM,NO,66.970862,14.146661,55,0,0,20.6321,,,
N62,Dragefossen,3.3,,HDAM,NO,67.023919,15.321611,100,5.6,1344,9.5462,,,
N438,Tennesvatn,1.5,,HDAM,NO,67.939616,12.981575,238,7,3647,4.4138,,,
N395,Solbjørn,4.2,,HDAM,NO,68.004201,13.161108,84,45.5,6461,6.4667,,,
N220,Kvarv,2.2,,HDAM,NO,67.466473,15.58268,238.8,2.1,1068.9,9.61,,,
N452,Trollfjord I,3.2,,HDAM,NO,68.362655,14.930794,178,17,7191,13.4,,,
N453,Trollfjord II,1.4,,HDAM,NO,68.365216,14.936124,450,3.6,3499.2,4.1059,,,
N84,Fiskefjord,1.5,,HDAM,NO,68.561862,15.362692,60,6.5,929.5,5.4403,,,
N61,Djupfjord II,2.6,,HDAM,NO,68.586646,15.514319,109,15.6,3400.8,8.1091,,,
N60,Djupfjord I,5.1,,HDAM,NO,68.602589,15.47339,146,9.6,3398.4,23.529,,,
N405,Strielv,1.7,,HDAM,NO,68.610897,15.46858,320.5,1.6,1259.2,7.4932,,,
N490,Vangpollen,3.5,,HDAM,NO,68.611578,15.58176,313,13.4,9299.6,15.1918,,,
N428,Sørfjord II,4,,HDAM,NO,68.037607,16.690698,60.5,5.2,707.2,12.9335,,,
N148,Hjertvatn,2.5,,HDAM,NO,68.237491,16.747107,194.9,23,7429,6.2614,,,
N28,Bjørkåsen,3.68,,HDAM,NO,68.327861,16.786002,82.5,50,8750,21.6586,,,
N140,Helleren,2.4,,HDAM,NO,68.656459,17.210097,20,0,0,9.6862,,,
N382,Skoddeberg,6.78,,HDAM,NO,68.625246,17.260847,70,56,9968,26.988,,,
N253,Lovik,1.2,,HDAM,NO,68.927248,15.776617,92,13.5,2497.5,4.5164,,,
N594,Sør-Forså,1.1,,HDAM,NO,68.737853,16.962374,155,6.5,2476.5,6.4573,,,
N106,Gausvik I,3,,HDAM,NO,68.608998,16.493108,64,,,12.6024,,,
N308,Nord-Forså,1.1,,HDAM,NO,68.743004,17.004117,236,5.4,3299.4,7.6031,,,
N326,Osteren,2.5,,HDAM,NO,69.311689,17.166028,136.89,5.4,1787.4,14.8938,,,
N20,Bergsbotn,7.9,,HDAM,NO,69.433207,17.483038,354.1,25.8,21749.4,34.7871,,,
N256,Lysbotn,5.35,,HDAM,NO,69.387032,17.797773,106,38.4,8256,29.8944,,,
N759,Svabo,3.2,,HDAM,NO,66.303985,14.187881,105,20,5080,22.1718,,,
N211,Kongsmarka,2.5,,HDAM,NO,68.241911,14.479522,196,13,6006,8.5197,,,
N216,Krokvatn,2,,HDAM,NO,67.939458,12.981879,344,16.5,11451,10.0594,,,
N224,Kvitfossen,1.8,,HDAM,NO,68.326808,14.652225,240,5.4,2700,6.364,,,
N791,Forsland,7,,HDAM,NO,66.074163,13.047689,80,2,380,28.644,,,
N240,Lavkajohka,8.7,,HDAM,NO,69.235588,20.523863,133,61.1,19918.6,28.1212,,,
N344,Rottenvik,5.49,,HDAM,NO,69.600545,20.27112,448.84,4.6,4678.2,19.722,,,
N198,Kildalen,8.2,,HDAM,NO,69.665984,21.10666,193.69,9.8,4106.2,27.9129,,,
N364,Sikkajokk,1.9,,HDAM,NO,69.809345,20.753318,327,6.4,4224,8.3322,,,
N374,Skarsfjord,4,,HDAM,NO,69.963365,18.907725,152.1,34.6,12802,20.6102,,,
N238,Lassajavrri,7.2,,HDAM,NO,69.658857,22.217542,146,71.7,23230.8,31.3499,,,
N615,Corrojavrrit,1.7,,HDAM,NO,69.691613,22.160841,42,61.2,6120,11.7692,,,
N229,Kåven,4.5,,HDAM,NO,70.117984,22.796744,115,35,8260,17.8143,,,
N519,Øvre Porsa,1.7,,HDAM,NO,70.382999,23.702772,55,40,4160,11.0124,,,
N127,Hammerfest,1.1,,HDAM,NO,70.657936,23.714418,88,10.6,1802,6.046,,,
N737,Mattisfoss,2.3,,HDAM,NO,69.916531,23.013535,56,2.7,359.1,16.1948,,,
N254,Luostejok,2.58,,HDAM,NO,69.829488,25.167116,28.3,31.6,2275.2,11.2283,,,
N104,Gandvik,4.8,,HDAM,NO,70.014732,29.115253,184,50.7,19823.7,21.5931,,,
N210,Kongsfjord I,4.4,,HDAM,NO,70.598729,29.057905,70.5,88.1,14712.7,19.2604,,,
N207,Kobbholm,3.2,,HDAM,NO,69.762373,30.706416,112.5,22.5,6255,16,,,
N339,Repvåg,4.4,,HDAM,NO,70.773547,25.616486,172,28.3,12367.1,24.6161,,,
N797,Stølskraft,1.34,,HDAM,NO,58.722816,6.06496,106,,,9,,,
N810,Nedre Bersåvatn,4.1,,HDAM,NO,60.168571,6.671918,65,96.9,14728.8,20.0312,,,
N809,Øvre Bersåvatn,5.5,,HDAM,NO,60.181651,6.693228,159,45,17190,21.5642,,,
N820,Furebø,1.08,,HDAM,NO,61.484726,5.956325,205,,,5.2,,,
N796,Horpedal,2.5,,HDAM,NO,61.423472,6.769832,174,,,14.2,,,
N823,Sagevikelv,4.45,,HDAM,NO,61.361474,5.561724,306.5,,,17.7,,,
N819,Brekkestøl,1.44,,HDAM,NO,58.801176,6.263441,309,0.83,585.98,9.15,,,
N825,Rivedal,3.2,,HDAM,NO,61.374426,5.261655,235,,,15,,,
N817,Arneselv,2.4,,HDAM,NO,68.346207,16.928123,412.8,0.52,495.04,8,,,
N808,Andåsfossen,2,,HDAM,NO,65.822425,13.259879,,0,0,6.6495,,,
N821,Ryssdal,1.25,,HDAM,NO,61.744363,6.278485,197,,,5.9,,,
N818,Gilja,1.44,,HDAM,NO,58.802102,6.274542,228,,,7.6,,,
N800,Riksheimdal,4.5,,HDAM,NO,62.340278,6.531834,395,8,7688,18.4788,,,
N805,Årøy I,4,,HDAM,NO,61.276639,7.157259,130,,,0,,,
N798,Vikeså,4.4,,HDAM,NO,58.640929,6.08579,106.8,,,16.4,,,
N803,Neselva,4.9,,HDAM,NO,61.694729,6.373533,132,,,17.629,,,
N795,Vedeld,3.9,,HDAM,NO,62.182051,5.793378,133,,,13.572,,,
N813,Helganes,3.47,,HDAM,NO,59.499145,6.57497,208,,,9.243,,,
N812,Kongsfoss,2.9,,HDAM,NO,59.89513,9.911384,14.65,,,12.6808,,,
N814,Bjørgum,5.5,,HDAM,NO,59.100929,7.538773,295,,,17.561,,,
N807,Sandal og Fossheim,2.7,,HDAM,NO,61.746998,6.58131,63,,,13.3,,,
N816,Kjetland,1.5,,HDAM,NO,60.830719,5.530036,127,,,5,,,
N309,Norddalen,7.5,,HDAM,NO,68.174304,17.919127,91,155,31465,39.93,,,
N180,Hålandsfoss,4.85,,HDAM,NO,61.330877,5.413983,60,7,945,22.5794,,,
N88,Flatenfoss 3,7.1,,HDAM,NO,58.629862,8.687982,10.38,25.4,609.6,46.2784,,,
N775,Flatenfoss 2,5.5,,HDAM,NO,58.629922,8.688104,10.38,0,0,35.8451,,,
N289,Mårøyfjord,4.4,,HDAM,NO,70.751421,27.355047,225.3,13.8,6748.2,22.5648,,,
N830,Grytfossen,1.13,,HDAM,NO,60.998858,9.927763,52,,,3.3,,,
N134,Haukeli,4.9,,HDAM,NO,59.732555,7.544277,268,32.1,20415.6,38,,,
N525,Åmli-Nidelv,5.8,,HDAM,NO,58.767697,8.48176,5.5,,,27.6749,,,
N794,Stegaros,2.4,,HDAM,NO,60.083394,8.286923,37,321,17976,12.2616,,,
N125,Hakavik,6.5,,HDAM,NO,59.624806,9.953291,388.5,27.7,22741.7,26.2,,,
N836,Dale,2.95,,HDAM,NO,61.267563,6.51317,265,,,12,,,
N839,Nydal,1.44,,HDAM,NO,61.420546,6.109239,190,,,7.3,,,
N832,Tveiteåno,1.45,,HDAM,NO,59.508458,6.565476,331,0,0,4.5,,,
N835,Joka,1.5,,HDAM,NO,61.058568,6.921619,66,,,7.8,,,
N840,Skjåstad,2,,HDAM,NO,62.069652,6.467722,226,,,6.5,,,
N837,Urlandåga,1.6,,HDAM,NO,66.221786,13.852161,240,,,6.6,,,
N838,Straumane,1.45,,HDAM,NO,61.792347,5.354404,38,34.9,2931.6,8,,,
N841,Hestdal,1.1,,HDAM,NO,63.600235,10.457559,120,0,0,4.8,,,
N831,Storebekk,2,,HDAM,NO,58.652959,7.604964,280,,,6.5,,,
N834,Hugla,1.35,,HDAM,NO,61.03995,6.61939,142.5,,,5.5,,,
N1224,Eidsdal,6.08,,HDAM,NO,62.225603,7.143688,196,,,25,,,
N845,Ryssdal,1.95,,HDAM,NO,62.738529,8.313843,218,,,7.1,,,
N844,Jordal,4.95,,HDAM,NO,62.754863,8.315464,195,,,21.4,,,
N1226,Gaudøla,2,,HDAM,NO,62.685993,8.416823,159,,,5,,,
N1223,Svartdalen,7.5,,HDAM,NO,60.790566,5.418863,380.5,,,25,,,
N1227,Bøen I,1.8,,HDAM,NO,59.158366,6.211102,91,,,5,,,
N1228,Kvitefella,1.3,,HDAM,NO,61.78202,6.109528,203,,,5.9,,,
N1229,Ufysja,1.5,,HDAM,NO,60.467799,8.220766,163,,,6,,,
N1230,Sundal,4.2,,HDAM,NO,62.048707,6.332186,270,,,16,,,
N1218,Røyrvatn,2.7,,HDAM,NO,67.313709,15.676233,109,17,4726,13.5,,,
N1182,Kvinesdal,1.3,,HDAM,NO,58.329868,6.955235,278,2.37,1426.74,5.7,,,
N846,Kløvtveit,8.9,,HDAM,NO,60.976254,5.280915,384,18.3,17403.3,43.3466,,,
N1231,Vindedal,5.4,,HDAM,NO,61.121005,7.330941,300,,,15,,,
N1235,Oftedal I,3,,HDAM,NO,58.542325,6.734958,265,0.93,553.35,13.3,,,
N1233,Folkestad,1.85,,HDAM,NO,62.117936,6.027581,210,,,8,,,
N1236,Nordvik,4.63,,HDAM,NO,62.869929,8.622095,375,,,15.9,,,
N1237,Trollelva,1.25,,HDAM,NO,61.801628,6.50884,330,,,4.8,,,
N848,Uleberg,9.4,,HDAM,NO,58.600174,7.673136,179.5,12.6,5355,38,,,
N843,Ytre Matre,3.3,,HDAM,NO,59.823114,5.987583,270,,,11.5,,,
N1238,Trandal,8,,HDAM,NO,62.262534,6.5004,442,,,26.1,,,
N1239,Kviven,1.55,,HDAM,NO,62.040751,6.422209,223,,,6,,,
N1240,Virak,1.4,,HDAM,NO,58.581145,6.694996,80,,,4.6,,,
N1241,Flatlandsåi,1.3,,HDAM,NO,59.353511,8.304674,348,,,5.2,,,
N1242,Bjørndalselva,5.3,,HDAM,NO,61.5096,6.287082,327,,,17.4,,,
N1243,Rongkleiv,3,,HDAM,NO,61.664138,5.912952,190,,,11.28,,,
N1246,Håvardsvatn,5,,HDAM,NO,60.10165,6.913308,60,130,21190,20.44,,,
N1251,Nordåni,1.2,,HDAM,NO,58.863815,7.818622,180,,,4.5,,,
N842,Rødne,9,,HDAM,NO,59.562936,5.871519,245,,,36,,,
N1253,Dirdal,1.6,,HDAM,NO,58.836818,6.17161,413,0.4,368,6,,,
N1254,Tjøstheim,4.16,,HDAM,NO,59.473793,6.473523,405,,,12,,,
N1255,Hjelledøla,1.1,,HDAM,NO,61.920762,7.183094,67,,,6.8,,,
N1244,Nørståe,1.5,,HDAM,NO,60.037367,9.146297,130,,,4.3,,,
N1222,Tafjord 7 (Fagerbotnvatn),1.1,,HDAM,NO,62.139792,7.439704,225,6,3054,3.9,,,
N1221,Tafjord 7 (Fetvatn),2.15,,HDAM,NO,62.139844,7.439766,127.7,10.3,2801.6,8.2,,,
N1245,Nordlandselva,2,,HDAM,NO,67.073905,14.572181,172,,,9.5,,,
N976,Tyssefossen,2.8,,HDAM,NO,60.375235,5.758082,21,,,22.9,,,
N1249,Røylandsfoss,1.33,,HDAM,NO,58.538755,7.029647,40,,,4.2,,,
N1247,Brekkefossen,3.9,,HDAM,NO,61.72512,5.840273,68,,,18.01,,,
N1248,Gryto,3.5,,HDAM,NO,60.414314,6.25049,350,,,12,,,
N1256,Suvdal (Kleppsvatn),1.5,,HDAM,NO,59.161687,8.730756,101.8,21.2,4854.8,5,,,
N1257,Suvdal (Buvasselva),1.35,,HDAM,NO,59.161682,8.73069,97.2,3.8,839.8,5,,,
N1318,Engeset,5.1,,HDAM,NO,62.264103,6.860074,128,,,18,,,
N1325,Stråpa,4.4,,HDAM,NO,59.481818,6.510938,457,,,13.3,,,
N1353,Vågen,4.9,,HDAM,NO,62.114402,6.540055,267,,,20,,,
N1350,Furset,4.95,,HDAM,NO,62.282863,6.884733,289.5,,,15,,,
N1349,Gjerde,1.7,,HDAM,NO,60.129321,6.322653,412,0,0,5.65,,,
N1342,Gjetingsdalen,2.2,,HDAM,NO,60.138493,6.240125,248,,,9.7,,,
N1345,Øyrabekken,2,,HDAM,NO,60.126436,6.168048,300,,,8.8,,,
N1336,Pålsbu,6.2,,HDAM,NO,60.433067,8.734342,13,335,10720,22,,,
N1207,Bergsfjord,1.1,,HDAM,NO,70.249593,21.790286,83.7,4.8,897.6,4,,,
N1366,Dauremål,4.95,,HDAM,NO,61.829094,5.78213,172.35,53,22101,14.5,,,
N1367,Bjørndalen,4.95,,HDAM,NO,61.821713,5.799066,101.6,60,15000,27,,,
N1333,Boge 1,1.35,,HDAM,NO,60.463877,5.740612,209,,,6.1,,,
N1343,Hisvatn,3.6,,HDAM,NO,58.609254,6.895574,221,0.6,324,14,,,
N1346,Oftedal II,5,,HDAM,NO,58.542997,6.709784,130,,,21.9,,,
N1347,Nordsvorka,2.34,,HDAM,NO,63.032446,8.836884,39.3,26.2,2436.6,12.3,,,
N1377,Fossmark,2.04,,HDAM,NO,58.976905,6.24297,140,,,7,,,
N1374,Kittilsviken,1.9,,HDAM,NO,60.390558,9.612167,160,,,6.8,,,
N1373,Jora,1.35,,HDAM,NO,62.961013,9.794758,351,0,,5,,,
N1372,Gautvella,1.72,,HDAM,NO,62.832482,9.894929,285,0,0,5,,,
N1378,Egge,5,,HDAM,NO,61.683966,6.521126,322,,,19,,,
N1341,Skolten,1.3,,HDAM,NO,61.530776,5.459455,75,,,6.3,,,
N1361,Kråkenes,2.16,,HDAM,NO,61.488896,5.705878,294,,,9,,,
N1357,Hjelle,2.85,,HDAM,NO,61.696472,6.522456,19,,,11.4,,,
